Nome_Serie,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,ID_1_OPT,ID_2_OPT,ID_3_OPT,ID_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR779_1_33PVM_x472755_y1150455_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,2023-08-26,2023-10-20,2023-11-19,2023-12-14,COPERNICUS/S2_SR_HARMONIZED/20230826T092031_20230826T093152_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231020T091919_20231020T092952_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231119T092159_20231119T093231_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVM,10.395765978785708,14.762745656009873,N/A,EPSG:32633
EMSR470_1_31PBM_x231615_y1165555_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,2019-08-15,NaN,2019-10-19,2019-10-19,COPERNICUS/S2_SR_HARMONIZED/20190815T102031_20190815T103108_T31PBM,NaN,COPERNICUS/S2_SR_HARMONIZED/20191019T102029_20191019T103015_T31PBM,COPERNICUS/S2_SR_HARMONIZED/20191019T102029_20191019T103015_T31PBM,10.523022056731522,0.5594538408634573,N/A,EPSG:32631
EMSR258_7_34TCK_x387455_y4482825_S2L2A,2017-10-04T09:30:19.027000Z,2017-11-23T09:33:09.027000Z,2017-12-08T09:33:51.026000Z,2017-12-23T09:33:59.027000Z,NaN,NaN,2016-12-13,2016-12-13,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161213T093402_20161213T093819_T34TCK,COPERNICUS/S2_SR_HARMONIZED/20161213T093402_20161213T093819_T34TCK,40.477186874487074,19.687292387982062,N/A,EPSG:32634
EMSR475_2_48QWF_x590345_y2031395_S2L2A,2020-09-02T03:15:41.024000Z,2020-09-02T03:15:41.024000Z,2020-10-30T03:28:59.024000Z,2020-11-24T03:30:51.024000Z,2019-09-08,2019-09-08,NaN,2019-11-17,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QWF,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QWF,NaN,COPERNICUS/S2_SR_HARMONIZED/20191117T032021_20191117T032621_T48QWF,18.35897246240132,105.86720623554031,N/A,EPSG:32648
EMSR422_1_31TDG_x489245_y4617615_S2L2A,2019-11-24T10:43:29.024000Z,2020-01-08T10:44:21.024000Z,2020-01-23T10:42:29.024000Z,2020-02-22T10:39:39.024000Z,NaN,2019-01-03,2019-01-28,2019-02-27,NaN,COPERNICUS/S2_SR_HARMONIZED/20190103T104431_20190103T104708_T31TDG,COPERNICUS/S2_SR_HARMONIZED/20190128T104309_20190128T104651_T31TDG,COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T31TDG,41.6987866334292,2.8860673396005523,N/A,EPSG:32631
EMSR312_6_51QUV_x363795_y1906485_S2L2A,2018-08-01T02:16:49.024000Z,2018-08-16T02:16:01.024000Z,2018-09-20T02:15:59.024000Z,2018-10-15T02:16:41.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.227905559635992,121.73091818471092,N/A,EPSG:32651
EMSR417_1_29TNE_x556345_y4441365_S2L2A,2019-10-22T11:21:21.024000Z,2019-12-11T11:24:51.024000Z,2019-12-24T11:35:01.024000Z,2020-01-05T11:23:49.024000Z,2018-10-22,2018-12-06,2018-12-31,2018-12-31,COPERNICUS/S2_SR_HARMONIZED/20181022T112119_20181022T112830_T29TNE,COPERNICUS/S2_SR_HARMONIZED/20181206T112431_20181206T112434_T29TNE,COPERNICUS/S2_SR_HARMONIZED/20181231T112459_20181231T112453_T29TNE,COPERNICUS/S2_SR_HARMONIZED/20181231T112459_20181231T112453_T29TNE,40.10914152184516,-8.32389924783377,N/A,EPSG:32629
EMSR186_20_17SPT_x633905_y3784495_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.181202953856,-79.53312395184778,N/A,EPSG:32617
EMSR429_6_29UMU_x503765_y5871525_S2L2A,2020-01-06T11:44:51.024000Z,2020-02-03T11:53:59.024000Z,2020-02-25T11:43:41.024000Z,2020-03-04T11:53:59.024000Z,NaN,NaN,2019-02-20,2019-03-10,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20190220T114351_20190220T114345_T29UMU,COPERNICUS/S2_SR_HARMONIZED/20190310T115359_20190310T115357_T29UMU,52.98181288140875,-8.924931369762966,N/A,EPSG:32629
EMSR427_4_33VUE_x679215_y6407325_S2L2A,2020-01-03T10:43:39.024000Z,2020-01-22T10:23:21.024000Z,2020-02-24T10:30:21.024000Z,2020-02-27T10:40:21.024000Z,2019-01-05,2019-01-30,2019-03-01,2019-03-01,COPERNICUS/S2_SR_HARMONIZED/20190105T103429_20190105T103425_T33VUE,COPERNICUS/S2_SR_HARMONIZED/20190130T103251_20190130T103254_T32VPK,COPERNICUS/S2_SR_HARMONIZED/20190301T103021_20190301T103017_T32VPK,COPERNICUS/S2_SR_HARMONIZED/20190301T103021_20190301T103017_T32VPK,57.76014365768988,12.033855366591288,N/A,EPSG:32633
EMSR264_4_38LQJ_x781065_y8298635_S2L2A,2017-12-02T07:02:19.027000Z,2017-12-20T07:12:11.026000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.385093879652674,47.63020445595192,N/A,EPSG:32738
EMSR342_7_54KWE_x500705_y7989535_S2L2A,2018-12-26T00:46:59.024000Z,2019-01-05T00:47:09.024000Z,2019-02-14T00:47:09.024000Z,2019-03-11T00:47:01.024000Z,2017-12-26,2017-12-26,NaN,2018-03-16,COPERNICUS/S2_SR_HARMONIZED/20171226T004701_20171226T004700_T54KVE,COPERNICUS/S2_SR_HARMONIZED/20171226T004701_20171226T004700_T54KVE,NaN,COPERNICUS/S2_SR_HARMONIZED/20180316T004701_20180316T004702_T54KVE,-18.194820104567956,141.01872415433198,N/A,EPSG:32754
EMSR564_1_38KND_x519155_y7802255_S2L2A,2022-01-03T07:11:59.024000Z,2022-01-28T07:12:01.024000Z,2022-02-07T07:12:01.024000Z,2022-02-12T07:11:59.024000Z,2020-12-29,2021-01-18,2021-02-07,2021-02-07,COPERNICUS/S2_SR_HARMONIZED/20201229T071209_20201229T071205_T38KND,COPERNICUS/S2_SR_HARMONIZED/20210118T071209_20210118T071207_T38KND,COPERNICUS/S2_SR_HARMONIZED/20210207T071209_20210207T071206_T38KND,COPERNICUS/S2_SR_HARMONIZED/20210207T071209_20210207T071206_T38KND,-19.887283368030648,45.195166892495834,N/A,EPSG:32738
EMSR261_1_32UND_x569845_y5813535_S2L2A,2017-10-15T10:40:09.027000Z,2017-10-30T10:41:51.026000Z,2017-12-16T10:34:31.026000Z,2017-12-26T10:34:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.455884208437475,10.046651540093332,N/A,EPSG:32632
EMSR411_1_31TGJ_x300545_y4810745_S2L2A,2019-09-29T10:20:29.024000Z,2019-10-27T10:31:31.024000Z,2019-11-28T10:22:59.024000Z,2019-12-31T10:33:39.024000Z,2018-09-22,2018-10-22,2018-12-01,2018-12-31,COPERNICUS/S2_SR_HARMONIZED/20180922T103021_20180922T103817_T31TGJ,COPERNICUS/S2_SR_HARMONIZED/20181022T103051_20181022T103053_T31TGJ,COPERNICUS/S2_SR_HARMONIZED/20181201T103401_20181201T103400_T31TGJ,COPERNICUS/S2_SR_HARMONIZED/20181231T103431_20181231T103428_T31TGJ,43.411922960286894,6.552219841684361,N/A,EPSG:32631
EMSR280_5_33VVH_x482915_y6780515_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-28T10:40:21.024000Z,2018-05-30T10:30:19.025000Z,2017-03-11,NaN,2017-05-03,2017-05-23,COPERNICUS/S2_SR_HARMONIZED/20170311T103011_20170311T103014_T33VVH,NaN,COPERNICUS/S2_SR_HARMONIZED/20170503T104021_20170503T104024_T33VVH,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T33VVH,61.147390126442325,14.706324461965474,N/A,EPSG:32633
EMSR429_5_29UNA_x580665_y5993265_S2L2A,2020-01-19T11:54:11.024000Z,2020-02-03T11:53:59.024000Z,2020-02-25T11:43:41.024000Z,2020-03-04T11:53:59.024000Z,2019-01-16,2019-02-10,2019-03-05,2019-03-07,COPERNICUS/S2_SR_HARMONIZED/20190116T114429_20190116T114427_T29UNA,COPERNICUS/S2_SR_HARMONIZED/20190210T114351_20190210T114346_T29UNA,COPERNICUS/S2_SR_HARMONIZED/20190305T115351_20190305T115521_T29UNA,COPERNICUS/S2_SR_HARMONIZED/20190307T114349_20190307T114346_T29UNA,54.069595515278024,-7.747832739558563,N/A,EPSG:32629
EMSR328_2_13QDE_x430895_y2493615_S2L2A,2018-09-23T17:30:29.024000Z,2018-09-23T17:30:29.024000Z,2018-10-28T17:34:31.024000Z,2018-11-22T17:36:29.024000Z,NaN,NaN,NaN,2017-11-22,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20171122T173631_20171122T174123_T13QDE,22.536304919549117,-105.65963339915346,N/A,EPSG:32613
EMSR777_1_16QCD_x357345_y1845045_S2L2A,2024-10-10T16:21:19.024000Z,2024-11-09T16:24:09.024000Z,2024-11-19T16:24:59.024000Z,2024-11-24T16:26:21.024000Z,2023-10-01,NaN,2023-11-27,2023-11-27,COPERNICUS/S2_SR_HARMONIZED/20231001T162101_20231001T163704_T16QCD,NaN,COPERNICUS/S2_SR_HARMONIZED/20231127T161611_20231127T162151_T16QCD,COPERNICUS/S2_SR_HARMONIZED/20231127T161611_20231127T162151_T16QCD,16.672271370231257,-88.32583720252421,N/A,EPSG:32616
EMSR283_1_32VPP_x354435_y6818105_S2L2A,2018-04-01T10:50:31.026000Z,2018-04-11T10:50:31.026000Z,2018-05-15T10:30:21.024000Z,2018-05-21T10:50:31.024000Z,2017-04-10,2017-04-10,2017-05-23,2017-05-23,COPERNICUS/S2_SR_HARMONIZED/20170410T103021_20170410T103020_T33VUJ,COPERNICUS/S2_SR_HARMONIZED/20170410T103021_20170410T103020_T33VUJ,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T32VPP,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T32VPP,61.45827993170834,12.292571110073846,N/A,EPSG:32632
EMSR629_3_42RVS_x438385_y3132375_S2L2A,2022-06-25T06:06:41.024000Z,2022-08-01T05:56:51.024000Z,2022-08-31T05:56:51.024000Z,2022-09-05T05:56:39.024000Z,2021-07-02,2021-08-06,2021-08-21,2021-09-05,COPERNICUS/S2_SR_HARMONIZED/20210702T055639_20210702T061047_T42RVS,COPERNICUS/S2_SR_HARMONIZED/20210806T055641_20210806T060459_T42RVS,COPERNICUS/S2_SR_HARMONIZED/20210821T055639_20210821T060734_T42RVS,COPERNICUS/S2_SR_HARMONIZED/20210905T055641_20210905T061004_T42RVS,28.30461007486906,68.38457267472171,N/A,EPSG:32642
EMSR567_13_56HLJ_x310765_y6301705_S2L2A,2021-12-30T00:02:41.024000Z,2022-02-18T00:02:41.024000Z,2022-03-05T00:02:39.024000Z,2022-04-04T00:02:39.024000Z,NaN,NaN,2021-03-05,2021-03-25,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20210305T000241_20210305T000240_T56HLJ,COPERNICUS/S2_SR_HARMONIZED/20210325T000241_20210325T000238_T56HLJ,-33.41904001517602,150.9784768823469,N/A,EPSG:32756
EMSR333_2_33SUB_x311225_y4171045_S2L2A,2018-09-30T09:50:31.024000Z,2018-10-08T10:00:19.024000Z,2018-11-04T09:51:59.024000Z,2018-11-07T10:02:19.024000Z,2017-10-08,2017-10-08,2017-11-04,2017-11-04,COPERNICUS/S2_SR_HARMONIZED/20171008T100031_20171008T100322_T33SUB,COPERNICUS/S2_SR_HARMONIZED/20171008T100031_20171008T100322_T33SUB,COPERNICUS/S2_SR_HARMONIZED/20171104T095201_20171104T095845_T33SUB,COPERNICUS/S2_SR_HARMONIZED/20171104T095201_20171104T095845_T33SUB,37.65596449928185,12.874416748804391,N/A,EPSG:32633
EMSR280_5_33VVH_x462435_y6793315_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-28T10:40:21.024000Z,2018-05-30T10:30:19.025000Z,2017-03-11,NaN,2017-05-03,2017-05-23,COPERNICUS/S2_SR_HARMONIZED/20170311T103011_20170311T103014_T33VVH,NaN,COPERNICUS/S2_SR_HARMONIZED/20170503T104021_20170503T104024_T33VVH,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T33VVH,61.26093586821953,14.323464417676607,N/A,EPSG:32633
EMSR229_3_14RNR_x568465_y3050825_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,2016-07-11,2016-08-03,2016-08-23,2016-09-09,COPERNICUS/S2_SR_HARMONIZED/20160711T170312_20160711T171110_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160803T172552_20160803T172554_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160823T172552_20160823T172552_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160909T170302_20160909T171107_T14RNR,27.568017941709005,-98.2935093424584,N/A,EPSG:32614
EMSR482_5_16PFC_x654945_y1756285_S2L2A,2020-09-28T16:09:49.024000Z,2020-11-12T16:15:31.024000Z,2020-11-22T16:16:11.024000Z,2020-12-14T16:06:49.024000Z,2019-09-21,2019-11-05,2019-11-25,2019-12-10,COPERNICUS/S2_SR_HARMONIZED/20190921T155939_20190921T160932_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191105T160441_20191105T161109_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191125T160611_20191125T161352_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191210T160639_20191210T160735_T16PFC,15.869190267569012,-85.54096557886665,N/A,EPSG:32616
EMSR694_2_30TUK_x399145_y4463615_S2L2A,2023-07-25T11:06:29.024000Z,2023-08-04T11:06:19.024000Z,2023-09-08T11:06:21.024000Z,2023-09-25T10:58:01.024000Z,2022-07-15,2022-07-25,2022-08-29,2022-09-20,COPERNICUS/S2_SR_HARMONIZED/20220715T110631_20220715T111917_T30TUK,COPERNICUS/S2_SR_HARMONIZED/20220725T110631_20220725T110945_T30TUK,COPERNICUS/S2_SR_HARMONIZED/20220829T110619_20220829T110848_T30TUK,COPERNICUS/S2_SR_HARMONIZED/20220920T105741_20220920T110122_T30TUK,40.30564065879649,-4.1718204972785395,N/A,EPSG:32630
EMSR481_3_16PFC_x654945_y1756285_S2L2A,2020-09-28T16:09:49.024000Z,2020-10-10T16:02:11.024000Z,2020-11-07T16:14:59.024000Z,2020-11-09T16:05:11.024000Z,2019-09-21,2019-10-16,2019-11-05,2019-11-05,COPERNICUS/S2_SR_HARMONIZED/20190921T155939_20190921T160932_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191016T160241_20191016T161055_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191105T160441_20191105T161109_T16PFC,COPERNICUS/S2_SR_HARMONIZED/20191105T160441_20191105T161109_T16PFC,15.869190267569012,-85.54096557886665,N/A,EPSG:32616
EMSR712_4_32UNC_x521505_y5762735_S2L2A,2023-11-10T10:31:59.024000Z,2023-11-10T10:31:59.024000Z,2023-12-25T10:34:41.024000Z,2024-01-09T10:33:29.024000Z,NaN,NaN,2022-12-15,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20221215T103339_20221215T103339_T32UNC,NaN,52.00332485618813,9.331850513005175,N/A,EPSG:32632
EMSR347_6_36LYJ_x710205_y8303185_S2L2A,2019-01-09T07:43:01.024000Z,2019-02-28T07:38:41.024000Z,2019-03-10T07:37:31.024000Z,2019-03-30T07:36:11.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.35080558057829,34.9700321197821,N/A,EPSG:32736
EMSR348_3_36KXD_x687075_y7826825_S2L2A,2019-01-31T07:31:39.024000Z,2019-02-25T07:29:01.025000Z,2019-03-22T07:26:19.024000Z,2019-04-26T07:26:21.024000Z,2018-01-31,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20180131T073131_20180131T074346_T36KXD,NaN,NaN,NaN,-19.65637511140488,34.79648332711229,N/A,EPSG:32736
EMSR200_12_56JNN_x526485_y6796775_S2L2A,2017-01-01T23:52:42.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-05T00:02:21.026000Z,NaN,NaN,2016-04-06,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160406T235242_20160406T235242_T56JNN,NaN,-28.96823712634675,153.2849227745556,N/A,EPSG:32756
EMSR261_3_32UND_x591175_y5821215_S2L2A,2017-10-19T10:20:19.028000Z,2017-10-29T10:21:19.027000Z,2017-12-18T10:24:19.027000Z,2018-02-14T10:31:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.521715935609876,10.362605388796696,N/A,EPSG:32632
EMSR265_22_31UDQ_x423755_y5423685_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-14T11:04:11.026000Z,2018-01-31T10:52:51.026000Z,2018-02-25T10:50:19.027000Z,NaN,2017-01-19,2017-01-26,2017-02-15,NaN,COPERNICUS/S2_SR_HARMONIZED/20170119T110351_20170119T110533_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170126T105321_20170126T105612_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170215T105121_20170215T105607_T31UDQ,48.95006496355773,1.9760306887502537,N/A,EPSG:32631
EMSR312_5_51QUV_x381725_y1926235_S2L2A,2018-08-01T02:16:49.024000Z,2018-08-16T02:16:01.024000Z,2018-09-20T02:15:59.024000Z,2018-10-15T02:16:41.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.407390452219627,121.89847098858004,N/A,EPSG:32651
EMSR472_3_48PZC_x826295_y1799585_S2L2A,2020-08-25T03:05:49.024000Z,2020-09-14T03:05:49.024000Z,2020-10-19T03:07:41.024000Z,2020-10-29T03:08:41.024000Z,NaN,2019-09-10,2019-10-20,2019-10-20,NaN,COPERNICUS/S2_SR_HARMONIZED/20190910T030549_20190910T032244_T48QZD,COPERNICUS/S2_SR_HARMONIZED/20191020T030739_20191020T032212_T48PZC,COPERNICUS/S2_SR_HARMONIZED/20191020T030739_20191020T032212_T48PZC,16.243390938205717,108.06414031720738,N/A,EPSG:32648
EMSR267_1_34UEG_x529525_y6138275_S2L2A,2017-12-09T09:53:59.027000Z,2018-01-08T09:53:59.027000Z,2018-02-04T09:41:59.027000Z,2018-02-07T09:51:49.027000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.37832609929558,21.486073052618924,N/A,EPSG:32634
EMSR260_4_32TPQ_x614245_y4958965_S2L2A,2017-10-24T10:21:11.026000Z,2017-11-18T10:23:09.027000Z,2017-12-20T10:14:31.026000Z,2018-01-02T10:24:21.026000Z,NaN,NaN,NaN,2017-01-07,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170107T102401_20170107T102658_T32TPQ,44.76327377211852,10.459705582327999,N/A,EPSG:32632
EMSR472_1_48QXE_x639545_y1952815_S2L2A,2020-09-05T03:25:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,2019-09-08,2019-09-08,2019-10-23,2019-10-23,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXE,17.646220072050976,106.32749482064946,N/A,EPSG:32648
EMSR475_5_48QYD_x784935_y1829185_S2L2A,2020-08-30T03:05:51.024000Z,2020-08-30T03:05:51.024000Z,2020-10-29T03:08:41.024000Z,2020-11-21T03:20:41.024000Z,2019-09-08,2019-09-08,2019-10-23,2019-11-17,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QYD,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QYD,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QYD,COPERNICUS/S2_SR_HARMONIZED/20191117T032021_20191117T032621_T48QYD,16.515922452258103,107.68123459754578,N/A,EPSG:32648
EMSR186_20_17SPT_x615985_y3766575_S2L2A,2016-08-22T15:59:02.026000Z,2016-10-01T16:00:52.026000Z,2016-10-08T15:51:42.026000Z,2016-11-10T16:05:02.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.02179688990237,-79.72995020829484,N/A,EPSG:32617
EMSR279_5_30TXM_x659255_y4621125_S2L2A,2018-02-25T10:50:19.027000Z,2018-03-15T10:58:11.026000Z,2018-04-19T10:56:19.027000Z,2018-04-21T10:50:31.026000Z,NaN,2017-03-17,2017-04-09,2017-04-11,NaN,COPERNICUS/S2_SR_HARMONIZED/20170317T105021_20170317T105423_T30TXM,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30TXM,COPERNICUS/S2_SR_HARMONIZED/20170411T105029_20170411T105052_T30TXM,41.71425267319837,-1.0702961350740559,N/A,EPSG:32630
EMSR265_6_31UDQ_x435315_y5403555_S2L2A,2017-12-12T10:54:41.026000Z,2018-01-14T11:04:11.026000Z,2018-01-26T10:53:19.027000Z,2018-02-25T10:50:19.027000Z,NaN,2017-01-19,2017-01-19,2017-02-15,NaN,COPERNICUS/S2_SR_HARMONIZED/20170119T110351_20170119T110533_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170119T110351_20170119T110533_T31UDQ,COPERNICUS/S2_SR_HARMONIZED/20170215T105121_20170215T105607_T31UDQ,48.77029290995446,2.1370197465730687,N/A,EPSG:32631
EMSR264_5_38LQH_x708175_y8216875_S2L2A,2017-10-26T07:11:59.027000Z,2017-12-15T07:12:09.027000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,2016-10-26,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161026T071212_20161026T071317_T38LQH,NaN,NaN,NaN,-16.130811595337235,46.95858559941797,N/A,EPSG:32738
EMSR471_5_33UXP_x658515_y5363445_S2L2A,2020-09-09T09:50:31.024000Z,2020-10-04T09:50:39.024000Z,2020-10-17T10:00:29.024000Z,2020-10-22T10:00:51.024000Z,2019-09-05,2019-10-13,2019-10-15,2019-10-15,COPERNICUS/S2_SR_HARMONIZED/20190905T095031_20190905T095319_T33UXP,COPERNICUS/S2_SR_HARMONIZED/20191013T100029_20191013T100027_T33UXP,COPERNICUS/S2_SR_HARMONIZED/20191015T095031_20191015T095354_T33UXP,COPERNICUS/S2_SR_HARMONIZED/20191015T095031_20191015T095354_T33UXP,48.39243201050811,17.15856693090717,N/A,EPSG:32633
EMSR229_5_15RUP_x401705_y3308095_S2L2A,2017-07-08T16:53:09.027000Z,2017-07-28T16:48:59.027000Z,2017-09-06T16:48:49.027000Z,2017-10-01T16:53:11.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.88819047386403,-94.00478333596598,N/A,EPSG:32615
EMSR264_5_38LPH_x665615_y8218385_S2L2A,2017-10-21T07:12:11.026000Z,2017-12-15T07:12:09.027000Z,2018-01-14T07:12:09.027000Z,2018-02-08T07:12:11.026000Z,NaN,2016-12-15,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161215T071212_20161215T071257_T38LPH,NaN,NaN,-16.120448650087297,46.56061660029436,N/A,EPSG:32738
EMSR264_16_38KND_x546665_y7843965_S2L2A,2017-12-05T07:12:09.027000Z,2017-12-25T07:12:09.027000Z,2018-01-09T07:12:11.026000Z,2018-01-29T07:12:11.026000Z,NaN,2016-12-15,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161215T071212_20161215T071431_T38KND,NaN,NaN,-19.50988044570458,45.45689325954954,N/A,EPSG:32738
EMSR570_1_56JNN_x525345_y6778475_S2L2A,2022-02-09T23:52:39.024000Z,2022-03-21T23:52:39.024000Z,2022-03-31T23:52:39.024000Z,2022-04-10T23:52:39.024000Z,2021-02-04,2021-03-26,2021-03-26,2021-04-10,COPERNICUS/S2_SR_HARMONIZED/20210204T235249_20210204T235244_T56JNN,COPERNICUS/S2_SR_HARMONIZED/20210326T235249_20210326T235243_T56JNN,COPERNICUS/S2_SR_HARMONIZED/20210326T235249_20210326T235243_T56JNN,COPERNICUS/S2_SR_HARMONIZED/20210410T235241_20210410T235240_T56JNN,-29.133433489907926,153.2736577888859,N/A,EPSG:32756
EMSR279_4_30TXM_x629555_y4633105_S2L2A,2018-02-25T10:50:19.027000Z,2018-03-15T10:58:11.026000Z,2018-04-14T10:56:51.026000Z,2018-04-24T10:56:51.024000Z,NaN,2017-03-17,2017-04-06,2017-04-21,NaN,COPERNICUS/S2_SR_HARMONIZED/20170317T105021_20170317T105423_T30TXM,COPERNICUS/S2_SR_HARMONIZED/20170406T105021_20170406T105317_T30TXM,COPERNICUS/S2_SR_HARMONIZED/20170421T105029_20170421T105042_T30TXM,41.82755630709647,-1.4245325590397644,N/A,EPSG:32630
EMSR280_5_33VVH_x472675_y6788195_S2L2A,2018-03-16T10:30:21.026000Z,2018-04-13T10:40:19.027000Z,2018-04-28T10:40:21.024000Z,2018-05-30T10:30:19.025000Z,2017-03-11,NaN,2017-05-03,2017-05-23,COPERNICUS/S2_SR_HARMONIZED/20170311T103011_20170311T103014_T33VVH,NaN,COPERNICUS/S2_SR_HARMONIZED/20170503T104021_20170503T104024_T33VVH,COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T33VVH,61.21578976349921,14.515061929832397,N/A,EPSG:32633
EMSR264_16_38KND_x523625_y7810685_S2L2A,2017-12-05T07:12:09.027000Z,2017-12-25T07:12:09.027000Z,2018-01-09T07:12:11.026000Z,2018-01-29T07:12:11.026000Z,NaN,2016-12-15,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161215T071212_20161215T071431_T38KND,NaN,NaN,-19.811051526233395,45.23775488908418,N/A,EPSG:32738
EMSR442_7_35WNU_x542165_y7803045_S2L2A,2020-04-29T10:25:59.024000Z,2020-05-10T10:00:29.024000Z,2020-06-13T10:30:31.024000Z,2020-06-20T10:20:31.024000Z,2019-04-25,2019-05-15,2019-06-15,2019-06-15,COPERNICUS/S2_SR_HARMONIZED/20190425T103029_20190425T103029_T35WNU,COPERNICUS/S2_SR_HARMONIZED/20190515T103029_20190515T103030_T35WNU,COPERNICUS/S2_SR_HARMONIZED/20190615T100039_20190615T100034_T35WNU,COPERNICUS/S2_SR_HARMONIZED/20190615T100039_20190615T100034_T35WNU,70.31818969156295,28.155726662538548,N/A,EPSG:32635
